39;anti_air_building;2985.00;13.60;1454.00;3.47;0
39;anti_air_building;2982.00;12.73;1451.00;6.13;0
39;anti_air_building;2992.00;14.63;1454.00;2.87;0
12;floating_harbor;3178.00;9.50;1681.00;1.57;9317
1;floating_harbor;2961.26;9.50;1363.87;-2.03;9851
2;floating_harbor;2989.05;9.50;1354.05;-3.93;11751
5;floating_harbor;3111.84;9.50;1614.40;-0.42;3380
6;floating_harbor;2848.18;9.50;1546.88;0.98;6560
7;floating_harbor;2883.00;9.50;1587.00;0.00;3314
13;floating_harbor;3177.87;9.50;1690.74;-3.61;3174
14;floating_harbor;2765.00;9.50;1497.00;0.00;9525
15;floating_harbor;2775.18;9.50;1498.88;0.98;9550
19;floating_harbor;2769.00;9.50;1438.00;0.97;9737
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
29;floating_harbor;2816.00;9.50;1519.00;-4.33;9500
30;floating_harbor;2763.74;9.50;1459.87;-4.25;11465
31;floating_harbor;2861.00;9.50;1380.00;-1.57;3946
35;floating_harbor;2866.13;9.50;1551.26;-0.46;480
36;floating_harbor;2901.01;9.50;1595.93;0.14;9335
37;floating_harbor;3004.64;9.50;1626.79;-1.89;6393
38;floating_harbor;3080.37;9.50;1758.47;-0.67;11091
46;floating_harbor;3269.82;9.50;1413.12;-2.16;687
47;floating_harbor;3182.95;9.50;1280.05;-2.36;4109
56;floating_harbor;2935.13;9.50;1597.26;-0.46;241
59;floating_harbor;2951.63;9.50;1596.47;0.67;6325
61;floating_harbor;2999.60;9.50;1612.50;-0.38;321
62;floating_harbor;3029.73;9.50;1602.92;-1.29;3340
63;floating_harbor;3079.30;9.50;1624.79;0.24;11343
44;floating_harbor;3102.74;9.50;1350.13;1.11;13255
64;arms_factory;3400.00;10.00;1481.00;0.04;0
64;arms_factory;3313.00;10.43;1375.00;4.17;0
64;arms_factory;3317.00;10.82;1394.00;5.37;0
64;arms_factory;3336.00;10.45;1390.00;3.21;0
64;arms_factory;3304.00;10.55;1346.00;6.23;0
64;arms_factory;3351.00;10.90;1398.00;1.16;0
64;industrial_complex;3370.00;10.10;1469.00;5.28;0
64;industrial_complex;3274.00;10.82;1380.00;0.55;0
64;industrial_complex;3338.00;11.80;1425.00;3.22;0
64;industrial_complex;3358.00;10.95;1433.00;5.88;0
64;industrial_complex;3338.00;10.23;1376.00;3.73;0
64;industrial_complex;3332.00;11.25;1415.00;3.83;0
64;air_base;3381.00;9.90;1490.00;1.67;0
64;supply_node;3374.00;10.15;1393.00;4.97;0
64;supply_node;3389.00;10.03;1461.00;2.73;0
64;supply_node;3329.00;10.12;1363.00;4.20;0
64;supply_node;3352.00;11.00;1411.00;0.86;0
64;supply_node;3331.00;11.00;1407.00;4.90;0
64;supply_node;3295.00;10.48;1364.00;0.09;0
64;supply_node;3348.00;10.60;1386.00;3.03;0
64;supply_node;3316.00;10.10;1352.00;5.62;0
64;supply_node;3325.00;9.80;1335.00;2.27;0
64;supply_node;3376.00;10.20;1465.00;5.20;0
64;supply_node;3393.00;10.03;1479.00;1.50;0
64;supply_node;3313.00;10.12;1322.00;4.44;0
64;supply_node;3380.00;9.95;1491.00;5.92;0
64;supply_node;3371.00;9.85;1370.00;3.68;0
64;supply_node;3358.00;10.03;1362.00;0.33;0
64;supply_node;3383.00;9.90;1443.00;1.81;0
64;supply_node;3311.00;10.45;1378.00;5.85;0
64;supply_node;3321.00;9.93;1309.00;1.04;0
64;supply_node;3370.00;10.43;1443.00;3.98;0
64;supply_node;3278.00;10.45;1383.00;1.74;0
64;supply_node;3269.00;11.43;1365.00;3.22;0
64;supply_node;3333.00;11.62;1428.00;6.15;0
64;supply_node;3310.00;11.10;1404.00;2.46;0
64;supply_node;3279.00;11.32;1346.00;5.39;0
64;supply_node;3341.00;9.90;1348.00;0.58;0
64;supply_node;3330.00;10.25;1385.00;4.62;0
64;supply_node;3373.00;10.10;1412.00;1.28;0
64;supply_node;3370.00;10.15;1482.00;2.76;0
64;supply_node;3404.00;9.90;1480.00;5.69;0
64;supply_node;3359.00;10.82;1429.00;2.00;0
64;supply_node;3376.00;10.10;1427.00;4.93;0
64;supply_node;3361.00;10.73;1399.00;1.58;0
64;supply_node;3292.00;10.40;1393.00;4.17;0
64;supply_node;3363.00;10.30;1383.00;0.82;0
64;supply_node;3344.00;10.32;1369.00;2.30;0
64;supply_node;3355.00;9.80;1349.00;0.06;0
64;supply_node;3300.00;10.80;1344.00;2.99;0
64;naval_base;3399.00;9.80;1488.00;-3.41;1166
64;naval_base;3396.00;9.57;1460.00;1.43;1166
64;naval_base;3387.00;9.80;1424.00;1.57;1670
64;naval_base;3390.00;9.57;1444.00;1.11;1670
64;naval_base;3327.00;9.75;1314.00;-4.55;1381
64;naval_base;3406.00;9.78;1485.00;-4.39;1166
64;naval_base;3381.00;9.80;1407.00;-4.59;1670
64;naval_base;3354.00;9.50;1343.00;0.79;1381
64;naval_base;3386.00;9.75;1494.00;-4.12;1166
64;naval_base;3344.00;9.53;1341.00;0.32;1381
64;naval_base;3380.00;9.93;1396.00;1.19;1670
64;naval_base;3329.00;9.70;1325.00;0.98;1381
64;naval_base;3371.00;9.57;1358.00;1.11;1670
64;naval_base;3365.00;9.78;1355.00;0.91;1381
64;bunker;3389.00;9.95;1483.00;4.03;0
64;bunker;3305.00;11.05;1404.00;0.41;0
64;bunker;3322.00;9.90;1325.00;3.08;0
64;bunker;3362.00;10.85;1403.00;0.92;0
64;bunker;3297.00;10.90;1341.00;1.02;0
64;bunker;3336.00;10.18;1372.00;5.15;0
64;bunker;3388.00;9.90;1447.00;2.98;0
64;bunker;3349.00;10.10;1357.00;4.54;0
64;bunker;3318.00;10.25;1370.00;0.92;0
64;bunker;3321.00;9.88;1340.00;3.59;0
64;bunker;3324.00;11.20;1410.00;1.43;0
64;bunker;3376.00;9.85;1375.00;1.53;0
64;bunker;3355.00;11.00;1418.00;5.65;0
64;bunker;3291.00;10.30;1381.00;2.04;0
64;bunker;3379.00;10.10;1482.00;4.70;0
64;bunker;3366.00;10.10;1378.00;6.26;0
64;bunker;3321.00;10.53;1388.00;4.10;0
64;bunker;3262.00;11.28;1369.00;0.48;0
64;bunker;3290.00;10.30;1392.00;3.15;0
64;bunker;3334.00;9.78;1343.00;6.16;0
64;bunker;3395.00;9.82;1461.00;1.09;0
64;bunker;3284.00;11.28;1354.00;5.22;0
64;bunker;3374.00;10.07;1390.00;0.49;0
64;bunker;3337.00;11.48;1419.00;4.61;0
64;bunker;3376.00;9.98;1407.00;5.82;0
64;bunker;3376.00;10.10;1430.00;3.66;0
64;bunker;3366.00;10.53;1424.00;5.22;0
64;bunker;3324.00;9.80;1308.00;1.60;0
64;bunker;3315.00;9.98;1344.00;5.72;0
64;bunker;3378.00;10.18;1455.00;2.10;0
64;bunker;3330.00;10.00;1355.00;3.66;0
64;bunker;3346.00;10.60;1391.00;0.04;0
64;bunker;3289.00;10.95;1354.00;4.17;0
64;bunker;3359.00;9.78;1349.00;5.38;0
64;bunker;3378.00;10.00;1495.00;2.11;0
64;bunker;3378.00;10.10;1448.00;4.78;0
64;bunker;3403.00;9.95;1477.00;1.16;0
64;coastal_bunker;3394.00;9.80;1459.00;1.43;0
64;coastal_bunker;3326.00;9.78;1311.00;-4.55;0
64;coastal_bunker;3377.00;9.82;1379.00;1.11;0
64;coastal_bunker;3391.00;9.50;1444.00;1.11;0
64;coastal_bunker;3398.00;9.80;1489.00;-3.41;0
64;coastal_bunker;3339.00;9.50;1341.00;0.32;0
64;coastal_bunker;3363.00;9.50;1351.00;0.79;0
64;coastal_bunker;3331.00;9.70;1334.00;0.98;0
64;coastal_bunker;3383.00;9.50;1421.00;-4.59;0
64;coastal_bunker;3380.00;9.88;1397.00;1.19;0
64;coastal_bunker;3383.00;9.80;1432.00;1.57;0
64;coastal_bunker;3389.00;9.80;1491.00;-4.12;0
64;coastal_bunker;3403.00;9.57;1470.00;-4.39;0
64;coastal_bunker;3366.00;9.55;1355.00;0.91;0
64;dockyard;3395.00;9.80;1460.00;1.43;0
64;anti_air_building;3286.00;10.48;1369.00;0.12;0
64;anti_air_building;3360.00;10.00;1362.00;2.78;0
64;anti_air_building;3340.00;11.30;1417.00;0.62;0
64;synthetic_refinery;3345.00;9.85;1347.00;1.83;0
64;fuel_silo;3345.00;10.30;1367.00;4.85;0
64;radar_station;3333.00;10.80;1402.00;2.41;0
64;rocket_site;3314.00;10.15;1364.00;5.35;0
64;nuclear_reactor;3323.00;9.85;1306.00;0.28;0
64;floating_harbor;3362.95;9.50;1341.05;-2.36;853
50;arms_factory;3102.00;10.43;1493.00;2.17;0
50;arms_factory;3102.00;11.00;1451.00;4.84;0
50;arms_factory;3102.00;10.85;1479.00;1.23;0
50;arms_factory;3135.00;10.80;1469.00;2.78;0
50;arms_factory;3103.00;9.95;1539.00;0.62;0
50;arms_factory;3143.00;10.62;1467.00;1.83;0
50;industrial_complex;3110.00;11.12;1466.00;5.95;0
50;industrial_complex;3160.00;10.60;1464.00;2.68;0
50;industrial_complex;3123.00;9.80;1510.00;3.90;0
50;industrial_complex;3177.00;10.23;1463.00;1.73;0
50;industrial_complex;3119.00;10.68;1474.00;4.40;0
50;industrial_complex;3097.00;10.12;1528.00;5.96;0
50;air_base;3165.00;9.80;1481.00;2.34;0
50;supply_node;3100.00;10.32;1499.00;1.74;0
50;supply_node;3103.00;11.32;1461.00;3.22;0
50;supply_node;3165.00;10.15;1473.00;6.15;0
50;supply_node;3149.00;10.60;1465.00;2.46;0
50;supply_node;3128.00;10.60;1465.00;5.39;0
50;supply_node;3098.00;10.12;1532.00;0.58;0
50;supply_node;3173.00;10.57;1457.00;4.62;0
50;supply_node;3111.00;10.75;1480.00;1.28;0
50;supply_node;3184.00;10.05;1465.00;2.76;0
50;naval_base;3126.00;9.50;1507.00;-3.14;1804
50;naval_base;3166.00;9.75;1482.00;-3.55;1523
50;naval_base;3106.00;9.75;1540.00;1.45;1804
50;naval_base;3114.00;9.80;1501.00;-4.17;1804
50;naval_base;3179.00;9.80;1474.00;-3.61;1523
50;bunker;3099.00;10.35;1501.00;2.41;0
50;bunker;3109.00;10.80;1457.00;0.25;0
50;bunker;3177.00;10.10;1467.00;0.35;0
50;bunker;3104.00;9.82;1523.00;4.47;0
50;bunker;3145.00;10.50;1472.00;0.85;0
50;bunker;3110.00;10.80;1479.00;3.87;0
50;bunker;3124.00;10.55;1476.00;5.08;0
50;bunker;3176.00;10.32;1460.00;2.92;0
50;bunker;3162.00;10.18;1474.00;5.58;0
50;bunker;3123.00;9.80;1511.00;0.86;0
50;coastal_bunker;3107.00;9.57;1545.00;1.45;0
50;coastal_bunker;3183.00;9.82;1469.00;-3.61;0
50;coastal_bunker;3119.00;9.80;1518.00;-3.14;0
50;coastal_bunker;3159.00;9.80;1485.00;-3.55;0
50;coastal_bunker;3106.00;9.82;1509.00;-4.17;0
50;dockyard;3167.00;9.80;1480.00;-3.55;0
50;anti_air_building;3112.00;10.07;1494.00;2.48;0
50;anti_air_building;3170.00;10.68;1454.00;4.03;0
50;anti_air_building;3139.00;10.62;1466.00;0.41;0
50;synthetic_refinery;3127.00;10.80;1471.00;3.08;0
50;fuel_silo;3156.00;10.53;1463.00;0.92;0
50;rocket_site;3099.00;11.45;1468.00;5.15;0
50;nuclear_reactor;3178.00;10.18;1465.00;2.98;0
50;floating_harbor;3121.00;9.50;1521.00;0.00;1129
